codice;descrizione;marchio;denominazione;regione;vitigno;filosofia;CAPACITA;GRADO_ALC;FAMIGLIA;classe;PREZZO
38571;Tommasi Amarone della Valpolicella Classico DOCG;Tommasi;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;30,473
38572;Tommasi De Buris Riserva Amarone della Valpolicella Classico DOCG;Tommasi;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15,50%;Vini;Rosso;208,309
38573;Tommasi Il Sestante Amarone della Valpolicella DOCG;Tommasi;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;28,389
38574;Tommasi Le Fornaci Rosato Lugana DOC;Tommasi;Lugana DOC;VENETO;Trebbiano di Lugana;Tradizionale;75;12,50%;Vini;Rosato;8,429
38575;Tommasi Ripasso Valpolicella Classico Superiore DOC;Tommasi;Valpolicella Ripasso DOC;VENETO;Corvina;Tradizionale;75;13,50%;Vini;Rosso;12,643
38576;Tommasi Il Sestante Ripasso Valpolicella Classico Superiore DOC;Tommasi;Valpolicella Ripasso DOC;VENETO;Corvina;Tradizionale;75;13%;Vini;Rosso;12,041
38577;Torrevento Veritas Rosato Bombino Nero Castel del Monte DOCG;Torrevento;Castel del Monte Bombino Nero DOCG;PUGLIA;Bombino Nero;Tradizionale;75;12%;Vini;Rosato;6,808
38578;Torrevento Pezzapiana Castel del Monte Bianco DOC;Torrevento;Castel del Monte DOC;PUGLIA;Bombino Bianco;Tradizionale;75;12%;Vini;Bianco;4,724
38579;Torrevento Primaronda Rosato Castel del Monte DOC;Torrevento;Castel del Monte DOC;PUGLIA;Bombino Nero;Tradizionale;75;12%;Vini;Rosato;4,724
38580;Torrevento Vigna Pedale Riserva Castel del Monte DOCG J�roboam Cassetta di Legno;Torrevento;Castel del Monte Nero di Troia Riserva DOCG;PUGLIA;Nero di Troia;Tradizionale;300;13%;Vini;Rosso;45,848
38581;Torrevento Vigna Pedale Riserva Castel del Monte DOCG;Torrevento;Castel del Monte Nero di Troia Riserva DOCG;PUGLIA;Nero di Troia;Tradizionale;75;13%;Vini;Rosso;9,725
38582;Torrevento Vigna Pedale Riserva Castel del Monte DOCG Magnum Astucciato;Torrevento;Castel del Monte Nero di Troia Riserva DOCG;PUGLIA;Nero di Troia;Tradizionale;150;13%;Vini;Rosso;19,266
38583;Torrevento Vigna Pedale Riserva Castel del Monte DOCG Magnum Cassetta di Legno;Torrevento;Castel del Monte Nero di Troia Riserva DOCG;PUGLIA;Nero di Troia;Tradizionale;150;13%;Vini;Rosso;29,547
38584;Torrevento Ottagono Nero di Troia Riserva Castel del Monte Rosso DOCG;Torrevento;Castel del Monte Nero di Troia Riserva DOCG;PUGLIA;Nero di Troia;Tradizionale;75;13,50%;Vini;Rosso;13,477
38585;Torrevento Dulcis in Fundo Vino Dolce Naturale Moscato di Trani DOC Cl. 50;Torrevento;Moscato di Trani DOC;PUGLIA;Moscato Reale;Tradizionale;50;14%;Vini;Dolce;7,039
38586;Torrevento MareMosso Bianco Frizzante Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Bombino Bianco;Tradizionale;75;11%;Vini;Bianco;4,539
38587;Torrevento MareMosso Ros� Frizzante Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Bombino Nero;Tradizionale;75;11%;Vini;Rosato;4,539
38588;Torrevento � Arte Chardonnay Bianco Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Chardonnay;Tradizionale;75;12%;Vini;Bianco;3,381
38589;Torrevento Matervitate Falanghina Bianco Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Falanghina;Tradizionale;75;12%;Vini;Bianco;5,418
38590;Torrevento Matervitae Negroamaro Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Rosso;4,909
38591;Torrevento � Arte Negroamaro Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;3,381
38592;Torrevento Torre del Falco Fiano Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;13%;Vini;Bianco;5,372
38593;Torrevento � Arte Nero di Troia Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;13%;Vini;Rosso;3,381
38594;Torrevento Torre del Falco Nero di Troia Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;13%;Vini;Rosso;5,372
38595;Torrevento � Arte Rosato Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;12%;Vini;Rosato;3,381
38596;Torrevento Kebir Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;13,50%;Vini;Rosso;10,837
38597;Torrevento � Arte Primitivo Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13%;Vini;Rosso;3,381
38598;Torrevento Matervitae Primitivo Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13%;Vini;Rosso;5,279
38599;Torrevento Since 1913 Primitivo Rosso Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;14,50%;Vini;Rosso;13,986
38600;Torrevento Matervitae Verdeca Bianco Puglia IGT;Torrevento;Puglia IGT;PUGLIA;Verdeca;Tradizionale;75;11,50%;Vini;Bianco;4,909
38601;Torrevento Faneros Salice Salentino Rosso DOC;Torrevento;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;4,955
38602;Torrevento Sine Nomine Riserva Salice Salentino Rosso DOC Magnum;Torrevento;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;150;13,50%;Vini;Rosso;19,034
38603;Torrevento Sine Nomine Riserva Salice Salentino Rosso DOC;Torrevento;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;6,761
38604;Toso Spumante Gran Dessert Dolce;Toso;VSQ Vino Spumante di Qualit�;PIEMONTE;;Tradizionale;75;9,50%;Bollicine;Blanc de Blanc;2,177
38605;V8+ Vineyards Prosecco Piero Dry Valdobbiadene Superiore DOCG;V8+;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;8,382
38606;V8+ Vineyards Prosecco Sior Berto Cuv�e Brut Prosecco DOC;V8+;Prosecco DOC;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;5,743
38607;V8+ Vineyards Prosecco Sior Carlo Brut Millesimato Prosecco DOC;V8+;Prosecco DOC;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;6,715
38608;V8+ Vineyards Prosecco Sior Gino Dry Millesimato Prosecco DOC;V8+;Prosecco DOC;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;6,715
38609;V8+ Vineyards Prosecco Sior Sandro Extra Dry Prosecco DOC;V8+;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;6,715
38610;V8+ Vineyards Prosecco Sior Lele Ros� Brut Millesimato Prosecco DOC;V8+;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Ros�;5,743
38611;Val D'Oca Prosecco Cartizze Dry Valdobbiadene Superiore di Cartizze DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore di Cartizze DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;18,2
38612;Val D'Oca Prosecco Rive Di Santo Stefano Extra Brut Valdobbiadene Superiore DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore di Cartizze DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;9,864
38613;Val D'Oca Prosecco Brut Valdobbiadene Superiore DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;9,216
38614;Val D'Oca Prosecco Extra Dry Millesimato Valdobbiadene Superiore DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;9,077
38615;Val D'Oca Prosecco Rive di Colbertaldo Extra Dry Valdobbiadene Superiore DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;10,605
38616;Val D'Oca Prosecco Rive Di San Pietro Di Barbozza Brut Valdobbiadene Superiore DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;9,586
38617;Val D'Oca Prosecco Uvaggio Storico Dry Valdobbiadene Superiore DOCG;Val D'Oca;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;10,42
38618;Val D'Oca Prosecco Blu Extra Dry Millesimato Prosecco DOC;Val D'Oca;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,039
38619;Val D'Oca Prosecco Ros� Extra Dry Millesimato Prosecco DOC;Val D'Oca;Prosecco DOC;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Ros�;7,225
38620;Val D'Oca Spumante Punto Oro Gold Edition Extra Dry Millesimato;Val D'Oca;VSQ Vino Spumante di Qualit�;VENETO;;Tradizionale;75;11%;Bollicine;Blanc de Noir;9,586
38621;Valdo Prosecco Cuv�e Viviana Dry Valdobbiadene Superiore di Cartizze DOCG;Valdo;Conegliano Valdobbiadene Prosecco Superiore di Cartizze DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;12,643
38622;Valdo Prosecco Cuv�e di Boj Brut Valdobbiadene Superiore DOCG;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;7,549
38623;Valdo Prosecco Cuv�e di Boj Brut Valdobbiadene Superiore DOCG Cl. 37,5;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;37,5;11,50%;Bollicine;Blanc de Blanc;4,168
38624;Valdo Prosecco Cuv�e di Boj Brut Valdobbiadene Superiore DOCG J�roboam;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;300;11,50%;Bollicine;Blanc de Blanc;38,902
38625;Valdo Prosecco Cuv�e di Boj Brut Valdobbiadene Superiore DOCG Magnum;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;150;11,50%;Bollicine;Blanc de Blanc;14,357
38626;Valdo Prosecco Cuv�e di Boj Brut Valdobbiadene Superiore DOCG Mathusalem;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;600;11,50%;Bollicine;Blanc de Blanc;118,372
38627;Valdo Prosecco Cuv�e 1926 Extra Dry Valdobbiadene Superiore DOCG;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,549
38628;Valdo Prosecco Cuv�e 1926 Extra Dry Valdobbiadene Superiore DOCG Magnum;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;150;11%;Bollicine;Blanc de Blanc;14,542
38629;Valdo Prosecco Cuv�e Del Fondatore Brut Millesimato Valdobbiadene Superiore DOCG;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;12%;Bollicine;Blanc de Blanc;8,382
38630;Valdo Tenuta Pradase Metodo Classico Brut Millesimato Valdobbiadene Superiore DOCG;Valdo;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;12%;Bollicine;Blanc de Blanc;11,995
38631;Valdo Prosecco Etichetta Nera Extra Dry Prosecco DOC;Valdo;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;4,955
38632;Valdo Prosecco Extra Dry Millesimato Treviso DOC;Valdo;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;5,002
38633;Valdo Prosecco Extra Dry Treviso DOC Cl. 20;Valdo;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;20;11%;Bollicine;Blanc de Blanc;2,501
38634;Valdo Quintini Prosecco Extra Dry Treviso DOC Cl. 20;Valdo;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;20;11%;Bollicine;Blanc de Blanc;7,178
38635;Valdo Prosecco Tenuta la Maredana Brut Treviso DOC;Valdo;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Noir;5,835
38636;Valdo Spumante Origine Brut;Valdo;VSQ Vino Spumante di Qualit�;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;4,909
38637;Valdo Spumante Origine Brut Magnum;Valdo;VSQ Vino Spumante di Qualit�;VENETO;Glera;Tradizionale;150;11,50%;Bollicine;Blanc de Blanc;10,791
38638;Valdo Spumante Origine Fluo Extra Dry;Valdo;VSQ Vino Spumante di Qualit�;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;4,585
38639;Valdo Spumante Origine Ros� Brut;Valdo;VSQ Vino Spumante di Qualit�;VENETO;;Tradizionale;75;12%;Bollicine;Ros�;4,585
38640;Valdo Spumante Paradise Edition Ros� Brut;Valdo;VSQ Vino Spumante di Qualit�;VENETO;;Tradizionale;75;11,50%;Bollicine;Ros�;5,511
38641;Villa Raiano Falanghina Beneventano IGT;Villa Raiano;Beneventano IGT;CAMPANIA;Falanghina;Tradizionale;75;13%;Vini;Bianco;6,715
38642;Villa Raiano Aglianico Campania IGT;Villa Raiano;Campania IGT;CAMPANIA;Aglianico;Tradizionale;75;13%;Vini;Rosso;6,623
38643;Villa Raiano Fiano di Avellino DOCG;Villa Raiano;Fiano di Avellino DOCG;CAMPANIA;Fiano;Tradizionale;75;13%;Vini;Bianco;8,614
38644;Villa Raiano Greco di Tufo DOCG;Villa Raiano;Greco di Tufo DOCG;CAMPANIA;Greco Bianco;Tradizionale;75;13%;Vini;Bianco;9,123
38645;Rinaldi Spumante Metodo Classico Ros� Di Barricaia Brut Millesimato;Villa Rinaldi;VSQ Vino Spumante di Qualit�;VENETO;Pinot Nero;Tradizionale;75;13%;Bollicine;Ros�;35,521
38646;Rinaldi Spumante Metodo Classico Supr�me Extra Brut Millesimato;Villa Rinaldi;VSQ Vino Spumante di Qualit�;VENETO;Pinot Nero;Tradizionale;75;13%;Bollicine;Blanc de Noir;43,903
38647;Zenato Amarone della Valpolicella Classico DOCG;Zenato;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;16,5;Vini;Rosso;38,022
38648;Zenato Lugana Riserva Sergio Zenato Lugana DOC;Zenato;Lugana DOC;VENETO;Trebbiano di Lugana;Tradizionale;75;13,5;Vini;Bianco;22,785
38649;Zenato Recioto della Valpolicella Classico DOCG Cl. 50;Zenato;Recioto della Valpolicella DOCG;VENETO;Corvina;Tradizionale;50;14%;Vini;Dolce;29,5
38650;Zenato Colombara Soave Classico DOC;Zenato;Soave DOC;VENETO;Garganega;Tradizionale;75;12,50%;Vini;Bianco;6,715
38651;Zenato Valpolicella Classico Superiore DOC;Zenato;Valpolicella DOC;VENETO;Corvina;Tradizionale;75;13,50%;Vini;Rosso;10,929
38652;Zenato Ripassa Valpolicella Ripasso Superiore DOC;Zenato;Valpolicella Ripasso DOC;VENETO;Corvina;Tradizionale;75;13,50%;Vini;Rosso;15,653
38653;Zenato Corm� Corvina Merlot Veneto IGT;Zenato;Veneto IGT;VENETO;Corvina;Tradizionale;75;13,50%;Vini;Rosso;10,096
38654;Zenato Cresasso Corvina Veronese Verona IGT;Zenato;Verona IGT;VENETO;Corvina;Tradizionale;75;15,5;Vini;Rosso;27,046
38660;Sella & Mosca Spumante Torbato Brut Alghero DOC;Sella & Mosca;Alghero DOC;SARDEGNA;Torbato;Tradizionale;75;12%;Bollicine;Blanc de Blanc;8,799
38661;Sella & Mosca Spumante Torbato Brut Alghero DOC Magnum;Sella & Mosca;Alghero DOC;SARDEGNA;Torbato;Tradizionale;150;12%;Bollicine;Blanc de Blanc;7,364
38662;Sella & Mosca Rosato Alghero DOC;Sella & Mosca;Alghero DOC;SARDEGNA;Sangiovese;Tradizionale;75;12%;Vini;Rosato;4,677
38663;Sella & Mosca Anemone Rosato Alghero DOC;Sella & Mosca;Alghero DOC;SARDEGNA;Sangiovese;Tradizionale;75;12%;Vini;Rosato;6,252
38664;Sella & Mosca Cala Reale Vermentino di Sardegna DOC;Sella & Mosca;Vermentino di Sardegna DOC;SARDEGNA;Vermentino;Tradizionale;75;12,50%;Vini;Bianco;6,252
38665;Sella & Mosca Cannonau di Sardegna DOC;Sella & Mosca;Cannonau di Sardegna DOC;SARDEGNA;Cannonau;Tradizionale;75;13%;Vini;Rosso;7,734
38666;Sella & Mosca Dimonios Cannonau di Sardegna Riserva DOC;Sella & Mosca;Cannonau di Sardegna DOC;SARDEGNA;Cannonau;Tradizionale;75;14%;Vini;Rosso;8,382
38667;Sella & Mosca Monteoro Vermentino Di Gallura Superiore DOCG;Sella & Mosca;Vermentino di Gallura DOCG;SARDEGNA;Vermentino;Tradizionale;75;14,50%;Vini;Bianco;8,058
38668;Sella & Mosca Terre Bianche Cuv�e 161 Torbato Alghero DOC;Sella & Mosca;Alghero DOC;SARDEGNA;Torbato;Tradizionale;75;13%;Vini;Bianco;9,031
38669;Sella & Mosca Terre Rare Carignano del Sulcis Riserva DOC;Sella & Mosca;Carignano del Sulcis DOC;SARDEGNA;Carignano;Tradizionale;75;13,50%;Vini;Rosso;9,077
38670;Sella & Mosca Tanca Farr� Alghero DOC;Sella & Mosca;Alghero DOC;SARDEGNA;Cannonau;Tradizionale;75;13,50%;Vini;Rosso;10,327
38671;Sella & Mosca Anghelu Ruju Vino Liquoroso Alghero Rosso Riserva DOC;Sella & Mosca;Alghero DOC;SARDEGNA;Cannonau;Tradizionale;75;18%;Vini;Dolce;27
38672;Sella & Mosca Mustazzo Cannonau di Sardegna DOC;Sella & Mosca;Cannonau di Sardegna DOC;SARDEGNA;Cannonau;Tradizionale;75;15,50%;Vini;Rosso;13,43
38709;Angelo Negro Cescu Dolcetto d'Alba DOC;Angelo Negro;Dolcetto d'Alba DOC;PIEMONTE;Dolcetto;Tradizionale;75;13%;Vini;Rosso;7,549
38710;Angelo Negro Dina Barbera d'Alba DOC;Angelo Negro;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;14%;Vini;Rosso;7,039
38711;Angelo Negro Moscato D'Asti DOCG;Angelo Negro;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;5%;Vini;Dolce;6,761
38712;Angelo Negro Serra Lupini Roero Arneis DOCG;Angelo Negro;Roero DOCG;PIEMONTE;Arneis;Tradizionale;75;13,50%;Vini;Bianco;7,78
38713;Angelo Negro Angelin Nebbiolo Langhe DOC;Angelo Negro;Langhe DOC;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;8,892
38714;Angelo Negro Serra Lupini Roero Arneis DOCG Magnum;Angelo Negro;Roero DOCG;PIEMONTE;Arneis;Tradizionale;75;13,50%;Vini;Bianco;16,487
38715;Angelo Negro Spumante Giovanni Blanc de Blancs Dosaggio Zero Millesimato Roero Arneis DOCG;Angelo Negro;Roero DOCG;PIEMONTE;Arneis;Tradizionale;75;13%;Bollicine;Blanc de Blanc;19,404
38716;Angelo Negro Basarin Barbaresco DOCG;Angelo Negro;Barbaresco DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;23,711
38717;Angelo Negro Sudisf� Riserva Roero DOCG;Angelo Negro;Roero DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;27,324
38718;Angelo Negro Barolo del Comune di Serralunga d'Alba Barolo DOCG;Angelo Negro;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;31,214
38719;Angelo Negro Spumante Giovanni Blanc de Blancs Dosaggio Zero Roero Millesimato Arneis DOCG Magnum;Angelo Negro;Roero DOCG;PIEMONTE;Arneis;Tradizionale;150;13%;Bollicine;Blanc de Blanc;41,634
38720;Angelo Negro Basarin Barbaresco DOCG Magnum;Angelo Negro;Barbaresco DOCG;PIEMONTE;Nebbiolo;Tradizionale;150;14,50%;Vini;Rosso;48,673
38721;Bera Spumante Asti DOCG;Bera Valter;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;7,50%;Bollicine;Blanc de Blanc;8,382
38722;Bera Dolcetto dAlba DOC;Bera Valter;Dolcetto d'Alba DOC;PIEMONTE;Dolcetto;Tradizionale;75;13%;Vini;Rosso;7,549
38723;Bera Barbera d'Alba DOC;Bera Valter;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;14%;Vini;Rosso;7,919
38724;Bera Brachetto Piemonte DOC;Bera Valter;Piemonte DOC;PIEMONTE;Brachetto;Tradizionale;75;6,50%;Vini;Dolce;7,456
38725;Bera Moscato dAsti DOCG;Bera Valter;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;5%;Vini;Dolce;8,243
38726;Bera Barbaresco DOCG;Bera Valter;Barbaresco DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;19,404
38727;Bera Barolo DOCG;Bera Valter;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;25,008
38728;Duca di Salaparuta Ala Vino Rosso Dolce Aromatizzato;Duca di Salaparuta;VDT Vino da Tavola;SICILIA;;Tradizionale;50;17,50%;Vini;Dolce;12,643
38729;Duca di Salaparuta Bianca di Valguarnera Terre Siciliane IGT;Duca di Salaparuta;Terre Siciliane IGT;SICILIA;Inzolia;Tradizionale;75;13,50%;Vini;Bianco;27,879
38730;Duca di Salaparuta Duca Enrico Terre Siciliane IGT;Duca di Salaparuta;Terre Siciliane IGT;SICILIA;Nero dAvola;Tradizionale;75;13,50%;Vini;Rosso;53,212
38731;Rocca delle Mac�e Vernaiolo Chianti DOCG;Rocca delle Mac�e;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;12,50%;Vini;Rosso;4,955
38732;Rocca delle Mac�e Rubizzo Toscana IGT;Rocca delle Mac�e;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;12,50%;Vini;Rosso;4,909
38733;Rocca delle Mac�e Campo Maccione Morellino di Scansano DOCG;Rocca delle Mac�e;Morellino di Scansano DOCG;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosso;8,058
38734;Rocca delle Mac�e Famiglia Zingarelli Chianti Classico DOCG;Rocca delle Mac�e;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;9,54
38735;Rocca delle Mac�e Tenuta SantAlfonso Chianti Classico DOCG;Rocca delle Mac�e;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;10,837
38736;Rocca delle Mac�e Famiglia Zingarelli Chianti Classico Riserva DOCG;Rocca delle Mac�e;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;12,411
38737;Rapital� Campo Reale Nero d'Avola Sicilia DOC;Tenuta Rapital�;Sicilia DOC;SICILIA;Nero dAvola;Tradizionale;75;13,50%;Vini;Rosso;5,743
38738;Rapital� Rosammuri Rosato Terre Siciliane IGT;Tenuta Rapital�;Terre Siciliane IGT;SICILIA;Nerello Mascalese;Tradizionale;75;12,50%;Vini;Rosato;5,928
38739;Rapital� Gilusia Syrah Sicilia DOC;Tenuta Rapital�;Sicilia DOC;SICILIA;Syrah;Tradizionale;75;13%;Vini;Rosso;5,928
38740;Rapital� Piano Maltese Bianco Terre Siciliane IGT;Tenuta Rapital�;Terre Siciliane IGT;SICILIA;Grillo;Tradizionale;75;12,50%;Vini;Bianco;5,511
38741;Rapital� Bouquet Bianco Terre Siciliane IGT;Tenuta Rapital�;Terre Siciliane IGT;SICILIA;Grillo;Tradizionale;75;12,50%;Vini;Bianco;5,65
38742;Rapital� Bouquet Rosato Terre Siciliane IGT;Tenuta Rapital�;Terre Siciliane IGT;SICILIA;Nero dAvola;Tradizionale;75;12%;Vini;Rosato;5,65
38743;Rapital� Hugonis Rosso Terre Siciliane IGT;Tenuta Rapital�;Terre Siciliane IGT;SICILIA;Cabernet Sauvignon;Tradizionale;75;14,50%;Vini;Rosso;20,284
38744;Rapital� Conte Hugues Chardonnay Terre Siciliane IGT;Tenuta Rapital�;Terre Siciliane IGT;SICILIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;23,619
38745;Nicosia Hybla Cerasuolo di Vittoria DOCG;Tenute Nicosia;Cerasuolo di Vittoria DOCG;SICILIA;Nero dAvola;Tradizionale;75;13,50%;Vini;Rosso;5,743
38746;Nicosia Vulk� Etna Rosso DOC;Tenute Nicosia;Etna DOC;SICILIA;Nerello Mascalese;Tradizionale;75;13%;Vini;Rosso;7,271
38747;Nicosia Fondo Filara Cerasuolo Di Vittoria Classico DOCG;Tenute Nicosia;Cerasuolo di Vittoria DOCG;SICILIA;Nero dAvola;Tradizionale;75;13,50%;Vini;Rosso;9,077
38763;Terlan Tradition Chardonnay Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;10,929
38764;Terlan Tradition Pinot Bianco Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Bianco;Tradizionale;75;13,50%;Vini;Bianco;10,929
38765;Terlan Tradition M�ller Thurgau Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;M�ller Thurgau;Tradizionale;75;12,50%;Vini;Bianco;10,698
38766;Terlan Tradition Pinot Grigio Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Grigio;Tradizionale;75;13,50%;Vini;Bianco;11,439
38767;Terlan Tradition Gew�rztraminer Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Gew�rztraminer;Tradizionale;75;14%;Vini;Bianco;12,921
38768;Terlan Selection Terlaner Cuv�e Alto Adige Terlano DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Bianco;Tradizionale;75;14%;Vini;Bianco;13,477
38769;Terlan Selection Winkl Sauvignon Blanc Alto Adige Terlano DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Sauvignon Blanc;Tradizionale;75;14%;Vini;Bianco;17,737
38770;Terlan Selection Kreuth Chardonnay Alto Adige Terlano DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;16,533
38771;Terlan Selection Vorberg Pinot Bianco Riserva Alto Adige Terlano DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Bianco;Tradizionale;75;14%;Vini;Bianco;25,332
38772;Terlan Selection Lunare Gew�rztraminer Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Gew�rztraminer;Tradizionale;75;15%;Vini;Bianco;37,234
